,trade_date,open,high,close,low,vol,change
2713,20090507,2783.577,2797.474,2767.076,2731.799,122101161.0,2.097
2712,20090508,2751.499,2800.223,2789.219,2733.332,106724988.0,22.143
2711,20090511,2808.139,2839.609,2725.316,2725.267,125364452.0,-63.903
2710,20090512,2702.742,2788.612,2788.562,2699.954,88695942.0,63.246
2709,20090513,2792.42,2822.711,2814.005,2775.572,107112856.0,25.443
2708,20090514,2781.048,2804.477,2792.597,2757.545,82639329.0,-21.408
2707,20090515,2800.571,2815.456,2796.116,2773.322,64931431.0,3.519
2706,20090518,2782.585,2813.757,2810.573,2740.92,74835786.0,14.457
2705,20090519,2836.337,2849.629,2840.084,2821.951,97703617.0,29.511
2704,20090520,2843.545,2849.635,2812.865,2812.599,87939215.0,-27.219
2703,20090521,2795.828,2808.287,2750.01,2735.767,85535394.0,-62.855
2702,20090522,2733.017,2762.741,2740.677,2719.121,61499012.0,-9.333
2701,20090525,2684.213,2761.387,2752.716,2675.285,74091671.0,12.039
2700,20090526,2757.31,2762.809,2719.764,2718.555,72316012.0,-32.952
2699,20090527,2734.418,2768.568,2759.712,2715.823,67976645.0,39.948
2698,20090601,2798.927,2864.471,2858.342,2798.927,108564883.0,98.63
2697,20090602,2878.528,2892.781,2865.099,2855.059,108338397.0,6.757
2696,20090603,2865.732,2939.387,2939.387,2864.709,112073310.0,74.288
2695,20090604,2924.267,2961.04,2953.751,2899.668,130127710.0,14.364
2694,20090605,2966.065,2975.175,2939.306,2937.18,108476324.0,-14.445
2693,20090608,2937.635,2978.233,2948.478,2912.487,96116366.0,9.172
2692,20090609,2948.949,2960.902,2960.556,2892.718,91989886.0,12.078
2691,20090610,2972.423,2995.699,2989.595,2966.585,101790039.0,29.039
2690,20090611,2982.969,3000.857,2961.629,2951.273,87115997.0,-27.966
2689,20090612,2955.569,2976.864,2906.286,2883.318,80067067.0,-55.343
2688,20090615,2911.423,2967.099,2966.192,2898.067,74352090.0,59.906
2687,20090616,2936.508,2979.413,2961.22,2929.041,70179242.0,-4.972
2686,20090617,2957.576,3017.409,3010.588,2930.494,77293118.0,49.368
2685,20090618,3014.437,3061.747,3057.428,3014.437,96281316.0,46.84
2684,20090619,3061.903,3086.72,3080.001,3047.27,102518069.0,22.573
2683,20090622,3106.387,3116.155,3082.563,3072.534,103952583.0,2.562
2682,20090623,3036.404,3128.527,3083.895,3028.454,111506734.0,1.332
2681,20090624,3079.495,3121.207,3120.73,3068.242,109424313.0,36.835
2680,20090625,3125.662,3141.166,3117.921,3103.871,82806887.0,-2.809
2679,20090626,3126.228,3137.082,3128.421,3109.316,70500908.0,10.5
2678,20090629,3132.113,3182.415,3179.972,3122.164,84997075.0,51.551
2677,20090630,3191.641,3195.716,3166.474,3159.626,86782347.0,-13.498
2676,20090701,3153.537,3238.792,3237.903,3150.654,96950565.0,71.429
2675,20090702,3248.204,3285.093,3282.359,3247.573,112989294.0,44.456
2674,20090703,3254.93,3327.669,3327.135,3249.11,105732592.0,44.776
2673,20090706,3333.096,3378.055,3374.753,3333.096,135264049.0,47.618
2672,20090707,3368.33,3393.224,3340.493,3327.354,129600799.0,-34.26
2671,20090708,3306.428,3368.066,3352.269,3261.32,113867592.0,11.776
2670,20090709,3348.221,3396.483,3396.304,3334.68,113081523.0,44.035
2669,20090710,3398.911,3428.029,3398.31,3375.965,106174912.0,2.006
2668,20090713,3382.574,3403.74,3361.011,3358.518,99619651.0,-37.299
2667,20090714,3375.873,3454.753,3454.753,3375.873,107520425.0,93.742
2666,20090715,3467.132,3497.508,3493.305,3467.132,133483002.0,38.552
2665,20090716,3516.778,3543.019,3501.24,3489.562,129313329.0,7.935
2664,20090717,3499.51,3527.465,3519.809,3482.871,106549704.0,18.569
2663,20090720,3532.519,3594.872,3591.123,3515.534,136468539.0,71.314
2662,20090721,3603.402,3610.326,3539.832,3533.162,130600961.0,-51.291
2661,20090722,3532.632,3607.371,3606.924,3532.384,115238546.0,67.092
2660,20090723,3613.598,3653.837,3651.969,3596.364,116381609.0,45.045
2659,20090724,3672.206,3687.493,3667.556,3591.88,127979352.0,15.587
2658,20090727,3680.15,3744.242,3743.626,3669.508,138808040.0,76.07
2657,20090728,3745.549,3756.782,3755.818,3705.045,146267885.0,12.192
2656,20090729,3741.784,3765.59,3558.508,3453.641,167406126.0,-197.31
2655,20090730,3587.047,3656.922,3634.818,3511.291,134968879.0,76.31
2654,20090731,3670.191,3735.804,3734.622,3635.548,132239834.0,99.804
2653,20090803,3754.218,3789.935,3787.033,3716.573,136415899.0,52.411
2652,20090804,3803.061,3803.061,3786.615,3712.431,141035739.0,-0.418
2651,20090805,3781.401,3789.127,3740.936,3691.976,133444453.0,-45.679
2650,20090806,3707.907,3739.578,3663.12,3602.575,118101525.0,-77.816
2649,20090807,3655.462,3686.543,3555.095,3539.697,100575751.0,-108.025
2648,20090810,3589.716,3613.457,3544.539,3485.364,84870681.0,-10.556
2647,20090811,3558.645,3569.15,3556.375,3509.717,64497197.0,11.836
2646,20090812,3546.5,3546.5,3397.4,3390.361,92535386.0,-158.975
2645,20090813,3398.889,3448.862,3440.82,3338.848,87081800.0,43.42
2644,20090814,3437.951,3454.945,3344.462,3334.729,88248627.0,-96.358
2643,20090817,3283.436,3319.804,3140.271,3137.477,91723902.0,-204.191
2642,20090818,3110.708,3186.815,3171.986,3083.203,77343035.0,31.715
2641,20090819,3178.281,3183.007,3014.568,2982.222,81604020.0,-157.418
2640,20090820,3021.251,3146.568,3144.39,3021.251,79519216.0,129.822
2639,20090821,3135.373,3221.166,3203.624,3113.704,86616805.0,59.234
2638,20090824,3222.397,3241.524,3229.6,3178.856,80414068.0,25.976
2637,20090825,3210.851,3210.851,3109.83,3019.119,97530139.0,-119.77
2636,20090826,3082.68,3203.786,3172.386,3065.463,82036404.0,62.556
2635,20090827,3149.566,3212.27,3156.301,3116.894,80125201.0,-16.085
2634,20090828,3152.037,3168.191,3046.781,3030.731,84017946.0,-109.52
2633,20090831,3003.543,3003.543,2830.271,2825.767,84517311.0,-216.51
2632,20090901,2804.584,2901.277,2843.7,2795.486,70535306.0,13.429
2631,20090902,2824.641,2904.786,2890.926,2813.618,60843386.0,47.226
2630,20090903,2898.449,3059.987,3051.964,2892.649,93157447.0,161.038
2629,20090904,3055.347,3099.385,3077.142,3038.99,86984715.0,25.178
2628,20090907,3097.789,3153.227,3104.208,3078.126,82790740.0,27.066
2627,20090908,3084.199,3170.967,3170.967,3047.3,83965634.0,66.759
2626,20090909,3188.311,3207.388,3194.909,3143.739,91191155.0,23.942
2625,20090910,3179.187,3204.124,3162.914,3150.172,66566007.0,-31.995
2624,20090911,3152.815,3253.452,3238.133,3152.689,80689660.0,75.219
2623,20090914,3248.348,3298.905,3293.394,3240.534,87393883.0,55.261
2622,20090915,3298.81,3325.743,3302.642,3264.949,87092177.0,9.248
2621,20090916,3290.387,3296.94,3258.236,3212.445,88244481.0,-44.406
2620,20090917,3274.582,3329.116,3320.096,3274.582,91333404.0,61.86
2619,20090918,3325.061,3330.432,3199.689,3170.962,100488404.0,-120.407
2618,20090921,3163.512,3210.643,3208.604,3090.607,72801974.0,8.915
2617,20090922,3196.009,3237.217,3131.026,3131.016,73425101.0,-77.578
2616,20090923,3130.142,3159.173,3060.069,3041.415,66013716.0,-70.957
2615,20090924,3041.82,3122.055,3080.926,2989.236,65152102.0,20.857
2614,20090925,3057.106,3090.069,3058.528,3028.407,45820492.0,-22.398
2613,20090928,3066.368,3088.081,2972.643,2959.744,41918352.0,-85.885
2612,20090929,2975.531,2998.55,2972.286,2923.926,45932352.0,-0.357
2611,20090930,2992.98,3033.738,3004.805,2988.292,42184524.0,32.519
2610,20091009,3078.753,3164.031,3163.708,3071.27,56871040.0,158.903
2609,20091012,3181.581,3193.59,3151.632,3151.256,58961960.0,-12.076
2608,20091013,3144.022,3199.921,3198.517,3140.498,50713704.0,46.885
2607,20091014,3209.065,3276.553,3227.399,3204.314,80978120.0,28.882
2606,20091015,3258.546,3287.628,3239.643,3227.088,60562010.0,12.244
2605,20091016,3250.102,3268.425,3241.709,3188.434,55636255.0,2.066
2604,20091019,3238.848,3330.789,3329.158,3231.807,77683143.0,87.449
2603,20091020,3355.358,3379.63,3377.574,3343.018,89426278.0,48.416
2602,20091021,3375.027,3414.657,3369.285,3358.55,83488940.0,-8.289
2601,20091022,3364.145,3381.145,3347.32,3341.415,60936583.0,-21.965
2600,20091023,3354.984,3436.391,3413.252,3354.984,86725429.0,65.932
2599,20091026,3421.696,3432.895,3414.239,3385.44,68442524.0,0.987
2598,20091027,3384.294,3392.102,3314.722,3314.323,74209551.0,-99.517
2597,20091028,3303.773,3337.167,3329.327,3258.274,62594849.0,14.605
2596,20091029,3265.186,3291.18,3247.051,3239.005,61305354.0,-82.276
2595,20091030,3305.376,3329.54,3280.372,3276.318,60647062.0,33.321
2594,20091102,3205.835,3394.724,3392.803,3198.309,81981158.0,112.431
2593,20091103,3402.528,3447.481,3435.425,3397.255,83791098.0,42.622
2592,20091104,3443.517,3476.34,3453.888,3415.216,86065273.0,18.463
2591,20091105,3458.865,3471.83,3464.318,3432.26,80647784.0,10.43
2590,20091106,3491.075,3506.027,3483.021,3474.364,92190315.0,18.703
2589,20091109,3487.107,3495.887,3495.788,3452.614,78050904.0,12.767
2588,20091110,3520.395,3532.186,3503.776,3501.499,84300987.0,7.988
2587,20091111,3500.586,3514.829,3495.674,3468.859,72626321.0,-8.102
2586,20091112,3506.952,3529.061,3499.992,3487.68,79962661.0,4.318
2585,20091113,3489.538,3518.894,3518.722,3445.36,91210171.0,18.73
2584,20091116,3541.053,3625.887,3625.798,3541.053,123157323.0,107.076
2583,20091117,3644.962,3649.422,3628.354,3619.986,97391368.0,2.556
2582,20091118,3633.851,3652.809,3630.229,3612.794,89226283.0,1.875
2581,20091119,3638.073,3653.899,3642.437,3604.612,94940095.0,12.208
2580,20091120,3630.576,3658.214,3631.013,3597.306,94750751.0,-11.424
2579,20091123,3636.529,3666.27,3665.509,3628.195,93990941.0,34.496
2578,20091124,3680.746,3698.129,3548.08,3538.858,147566822.0,-117.429
2577,20091125,3541.512,3630.301,3629.629,3508.057,114602329.0,81.549
2576,20091126,3635.79,3646.607,3485.773,3472.948,127882379.0,-143.856
2575,20091127,3440.343,3480.931,3382.51,3367.293,89294688.0,-103.263
2574,20091130,3415.077,3511.765,3511.669,3415.077,84415341.0,129.159
2573,20091201,3507.559,3566.78,3560.831,3485.524,101518639.0,49.162
2572,20091202,3578.869,3607.561,3597.329,3570.287,98052033.0,36.498
2571,20091203,3596.952,3603.122,3590.876,3551.482,89978572.0,-6.453
2570,20091204,3581.627,3646.263,3643.491,3530.058,134130901.0,52.615
2569,20091207,3644.625,3672.798,3668.832,3633.445,91225546.0,25.341
2568,20091208,3670.807,3671.042,3624.019,3590.941,82940864.0,-44.813
2567,20091209,3579.282,3603.696,3554.478,3543.424,68521507.0,-69.541
2566,20091210,3579.826,3601.289,3577.237,3544.901,57563738.0,22.759
2565,20091211,3589.408,3614.952,3575.02,3568.506,54550912.0,-2.217
2564,20091214,3572.531,3623.273,3612.753,3495.639,83785021.0,37.733
2563,20091215,3594.51,3620.322,3583.341,3578.283,69186493.0,-29.412
2562,20091216,3568.28,3610.685,3560.723,3550.667,56963912.0,-22.618
2561,20091217,3571.052,3582.439,3480.153,3475.844,63286201.0,-80.57
2560,20091218,3450.045,3453.348,3391.735,3385.675,66111015.0,-88.418
2559,20091221,3386.326,3404.642,3396.622,3354.652,48329805.0,4.887
2558,20091222,3402.228,3404.754,3305.543,3296.765,53942685.0,-91.079
2557,20091223,3303.729,3342.988,3336.48,3296.292,48064504.0,30.937
2556,20091224,3346.763,3445.704,3438.817,3339.298,64377823.0,102.337
2555,20091225,3434.326,3441.956,3424.783,3410.667,46914576.0,-14.034
2554,20091228,3432.82,3489.574,3478.433,3432.82,55375390.0,53.65
2553,20091229,3481.903,3501.247,3500.737,3451.177,55535765.0,22.304
2552,20091230,3503.816,3561.436,3558.857,3498.377,88429370.0,58.12
2551,20091231,3561.367,3579.518,3575.684,3542.38,69241890.0,16.827
2550,20100104,3592.468,3597.748,3535.229,3535.229,66101080.0,-40.455
2549,20100105,3545.186,3577.526,3564.038,3497.661,85809641.0,28.809
2548,20100106,3558.7,3588.832,3541.727,3541.173,78473125.0,-22.311
2547,20100107,3543.16,3558.556,3471.456,3452.769,80350037.0,-70.271
2546,20100108,3456.908,3482.083,3480.13,3426.698,60790253.0,8.674
2545,20100111,3593.106,3594.528,3482.052,3465.317,89980172.0,1.922
2544,20100112,3477.842,3535.407,3534.916,3437.661,93743278.0,52.864
2543,20100113,3448.291,3490.112,3421.144,3415.693,112457901.0,-113.772
2542,20100114,3433.472,3470.323,3469.051,3411.812,83353252.0,47.907
2541,20100115,3472.524,3500.072,3482.738,3448.661,72543102.0,13.687
2540,20100118,3471.777,3501.26,3500.684,3458.042,82854307.0,17.946
2539,20100119,3506.806,3528.39,3507.482,3497.094,74883232.0,6.798
2538,20100120,3512.246,3515.449,3394.434,3387.818,92495146.0,-113.048
2537,20100121,3397.043,3425.18,3408.574,3364.723,70595068.0,14.14
2536,20100122,3364.452,3390.796,3366.197,3293.194,88933404.0,-42.377
2535,20100125,3340.013,3372.426,3328.014,3326.266,56849171.0,-38.183
2534,20100126,3328.113,3341.198,3242.797,3222.14,61752231.0,-82.894
2533,20100127,3243.038,3255.116,3198.566,3183.365,52691394.0,-44.231
2532,20100128,3195.289,3220.306,3206.57,3168.463,46990716.0,8.004
2531,20100129,3190.315,3249.455,3204.155,3176.916,50262613.0,-2.415
2530,20100201,3198.23,3198.311,3152.707,3116.439,57001380.0,-51.448
2529,20100202,3170.778,3211.941,3146.189,3143.085,50130033.0,-6.518
2528,20100203,3160.712,3231.102,3230.715,3094.568,64798894.0,84.526
2527,20100204,3206.431,3242.519,3218.802,3190.437,58972726.0,-11.913
2526,20100205,3147.721,3177.42,3153.087,3129.921,59105845.0,-65.715
2525,20100208,3152.253,3172.306,3150.988,3133.808,37355951.0,-2.099
2524,20100209,3147.761,3178.947,3169.19,3144.478,35953158.0,18.202
2523,20100210,3195.142,3214.456,3214.13,3182.834,34219894.0,44.94
2522,20100211,3216.688,3238.349,3220.398,3207.165,35791052.0,6.268
2521,20100212,3232.879,3253.196,3251.278,3228.738,34058238.0,30.88
2520,20100222,3248.947,3261.949,3233.345,3232.784,38283772.0,-17.933
2519,20100223,3225.393,3225.393,3198.634,3152.934,42742898.0,-34.711
2518,20100224,3177.082,3244.816,3244.483,3165.133,49989437.0,45.849
2517,20100225,3252.153,3294.144,3292.128,3249.329,67586617.0,47.645
2516,20100226,3286.095,3301.149,3281.666,3273.693,52107288.0,-10.462
2515,20100301,3290.007,3330.378,3324.423,3287.556,60504520.0,42.757
2514,20100302,3327.103,3339.894,3311.236,3299.685,57034374.0,-13.187
2513,20100303,3313.023,3335.654,3335.081,3293.916,60622732.0,23.845
2512,20100304,3338.674,3345.909,3250.573,3244.978,69346810.0,-84.508
2511,20100305,3253.164,3276.403,3259.764,3239.677,45629138.0,9.191
2510,20100308,3268.397,3293.93,3286.178,3258.034,41540876.0,26.414
2509,20100309,3285.62,3322.506,3305.863,3255.982,54199486.0,19.685
2508,20100310,3304.036,3321.081,3279.694,3267.761,46421079.0,-26.169
2507,20100311,3282.199,3303.488,3276.705,3251.704,47487754.0,-2.989
2506,20100312,3277.309,3284.263,3233.126,3232.117,39957344.0,-43.579
2505,20100315,3231.216,3234.821,3183.183,3171.803,37844304.0,-49.943
2504,20100316,3183.775,3204.289,3203.971,3169.098,30847780.0,20.788
2503,20100317,3214.216,3273.998,3273.916,3207.271,45800934.0,69.945
2502,20100318,3277.883,3295.368,3267.555,3256.593,46948013.0,-6.361
2501,20100319,3270.978,3296.411,3293.871,3251.136,46062187.0,26.316
2500,20100322,3297.824,3313.922,3302.628,3288.506,49439462.0,8.757
2499,20100323,3305.554,3309.12,3275.573,3272.921,46539536.0,-27.055
2498,20100324,3282.052,3298.543,3276.669,3271.033,44547966.0,1.096
2497,20100325,3270.39,3270.39,3229.128,3222.821,44984285.0,-47.541
2496,20100326,3226.8,3285.388,3275.002,3220.594,47444965.0,45.874
2495,20100329,3295.763,3363.605,3358.54,3293.671,84724910.0,83.538
2494,20100330,3361.353,3372.265,3366.708,3350.313,56436980.0,8.168
2493,20100331,3369.193,3369.901,3345.607,3338.745,53124287.0,-21.101
2492,20100401,3349.884,3392.481,3391.935,3349.884,67772669.0,46.328
2491,20100402,3400.139,3412.2,3407.346,3391.806,69073452.0,15.411
2490,20100406,3422.849,3436.29,3405.145,3386.888,65191710.0,-2.201
2489,20100407,3403.088,3404.582,3386.949,3369.017,54011228.0,-18.196
2488,20100408,3381.306,3381.306,3346.744,3336.156,62185322.0,-40.205
2487,20100409,3348.773,3379.398,3379.17,3342.471,51280567.0,32.426
2486,20100412,3388.355,3393.557,3351.478,3330.3,74565150.0,-27.692
2485,20100413,3350.726,3401.707,3391.716,3324.048,79907695.0,40.238
2484,20100414,3394.635,3404.516,3403.707,3377.437,60306131.0,11.991
2483,20100415,3407.025,3412.937,3394.574,3365.881,61051685.0,-9.133
2482,20100416,3388.286,3388.286,3356.332,3348.781,47140368.0,-38.242
2481,20100419,3313.499,3313.499,3176.423,3175.441,88416300.0,-179.909
2480,20100420,3176.414,3196.646,3173.374,3130.96,64137859.0,-3.049
2479,20100421,3178.877,3237.537,3236.679,3164.765,66928331.0,63.305
2478,20100422,3222.68,3231.985,3201.541,3177.726,71081688.0,-35.138
2477,20100423,3198.784,3224.739,3190.003,3172.578,61252679.0,-11.538
2476,20100426,3195.457,3207.715,3171.997,3168.374,50894199.0,-18.006
2475,20100427,3163.101,3163.101,3108.409,3060.854,65296574.0,-63.588
2474,20100428,3080.324,3122.115,3097.353,3062.085,45995406.0,-11.056
2473,20100429,3114.941,3130.696,3060.064,3059.796,48260971.0,-37.289
2472,20100430,3060.12,3068.127,3067.365,3014.069,54477881.0,7.301
2471,20100504,3005.487,3056.082,3019.449,2994.921,41248610.0,-47.916
2470,20100505,2981.777,3036.865,3036.394,2943.361,59670441.0,16.945
2469,20100506,3014.907,3014.907,2896.856,2895.392,58770413.0,-139.538
2468,20100507,2835.879,2892.533,2836.789,2817.153,61119399.0,-60.067
2467,20100510,2842.366,2872.314,2858.233,2798.523,50209173.0,21.444
2466,20100511,2916.335,2922.125,2800.817,2790.701,58363490.0,-57.416
2465,20100512,2781.708,2832.147,2818.16,2756.422,53002271.0,17.343
2464,20100513,2818.578,2886.972,2886.911,2811.661,55145778.0,68.751
2463,20100514,2865.58,2888.093,2868.023,2849.241,42498719.0,-18.888
2462,20100517,2828.882,2828.882,2714.715,2712.444,52166847.0,-153.308
2461,20100518,2711.407,2781.845,2771.348,2686.973,54509671.0,56.633
2460,20100519,2748.952,2803.695,2762.174,2723.304,45576221.0,-9.174
2459,20100520,2739.219,2793.876,2726.022,2721.072,42174803.0,-36.152
2458,20100521,2656.419,2769.094,2768.791,2647.597,54475383.0,42.769
2457,20100524,2787.751,2886.368,2873.469,2787.751,74502338.0,104.678
2456,20100525,2851.256,2855.332,2813.943,2798.02,55168327.0,-59.526
2455,20100526,2814.444,2839.031,2813.944,2797.628,39858564.0,0.001
2454,20100527,2808.048,2866.865,2859.979,2771.586,53445209.0,46.035
2453,20100528,2885.857,2893.687,2850.302,2835.069,51534989.0,-9.677
2452,20100531,2835.334,2857.416,2773.264,2772.792,46216854.0,-77.038
2451,20100601,2755.284,2782.288,2744.162,2710.593,44851426.0,-29.102
2450,20100602,2729.328,2757.914,2757.527,2700.075,39587020.0,13.365
2449,20100603,2769.096,2787.512,2736.076,2735.7,39587258.0,-21.451
2448,20100604,2721.359,2748.476,2744.391,2713.095,32746291.0,8.315
2447,20100607,2692.831,2716.401,2695.715,2673.342,39541993.0,-48.676
2446,20100608,2694.106,2720.586,2699.336,2672.058,35140182.0,3.621
2445,20100609,2711.642,2787.825,2782.133,2687.331,60209533.0,82.797
2444,20100610,2755.94,2776.259,2750.023,2746.107,42906334.0,-32.11
2443,20100611,2766.196,2782.095,2758.866,2755.949,40558585.0,8.843
2442,20100617,2778.533,2784.916,2742.733,2742.64,32612356.0,-16.133
2441,20100618,2739.032,2755.842,2696.166,2686.614,41808344.0,-46.567
2440,20100621,2698.984,2784.47,2780.663,2686.323,55261482.0,84.497
2439,20100622,2772.886,2795.323,2783.72,2766.443,39096052.0,3.057
2438,20100623,2768.695,2788.219,2758.495,2734.047,35600350.0,-25.225
2437,20100624,2753.712,2783.508,2757.498,2739.807,29220682.0,-0.997
2436,20100625,2744.122,2759.445,2736.287,2715.655,30671782.0,-21.211
2435,20100628,2734.507,2751.455,2716.777,2710.087,27710044.0,-19.51
2434,20100629,2717.465,2724.231,2592.019,2591.694,48758552.0,-124.758
2433,20100630,2572.912,2575.824,2563.07,2546.843,35698794.0,-28.949
2432,20100701,2557.92,2574.098,2526.071,2524.573,32857646.0,-36.999
2431,20100702,2523.035,2542.122,2534.105,2462.202,44914100.0,8.034
2430,20100705,2507.354,2529.425,2512.651,2476.49,32178574.0,-21.454
2429,20100706,2504.869,2563.411,2562.902,2502.931,39714762.0,50.251
2428,20100707,2561.106,2580.608,2580.477,2548.559,35720909.0,17.575
2427,20100708,2591.509,2602.23,2575.921,2564.638,34056966.0,-4.556
2426,20100709,2578.555,2662.163,2647.104,2557.259,58493045.0,71.183
2425,20100712,2647.421,2689.809,2676.218,2636.648,58462491.0,29.114
2424,20100713,2649.658,2649.658,2634.593,2618.34,43228506.0,-41.625
2423,20100714,2640.925,2684.616,2653.609,2640.542,46688860.0,19.016
2422,20100715,2650.334,2680.442,2608.519,2607.788,40440459.0,-45.09
2421,20100716,2597.0,2621.332,2616.128,2573.794,35063302.0,7.609
2420,20100719,2592.087,2691.937,2682.472,2585.007,53868070.0,66.344
2419,20100720,2685.459,2746.237,2741.503,2685.459,73128345.0,59.031
2418,20100721,2744.696,2766.205,2747.335,2733.721,70757092.0,5.832
2417,20100722,2738.027,2783.138,2781.286,2734.071,61064806.0,33.951
2416,20100723,2787.521,2806.979,2793.076,2769.44,64518565.0,11.79
2415,20100726,2798.762,2811.953,2811.055,2775.778,53580026.0,17.979
2414,20100727,2803.755,2812.208,2795.724,2785.374,49799884.0,-15.331
2413,20100728,2796.483,2866.404,2863.724,2784.155,79985954.0,68.0
2412,20100729,2866.772,2888.599,2877.976,2851.996,95965409.0,14.252
2411,20100730,2871.481,2876.136,2868.846,2844.682,62575591.0,-9.13
2410,20100802,2868.279,2922.612,2917.275,2867.45,71743300.0,48.429
2409,20100803,2925.254,2929.614,2865.971,2865.761,81748364.0,-51.304
2408,20100804,2858.354,2876.595,2876.434,2818.248,71318039.0,10.463
2407,20100805,2874.66,2877.31,2850.829,2833.669,67157581.0,-25.605
2406,20100806,2848.155,2898.534,2897.659,2821.033,74914895.0,46.83
2405,20100809,2894.103,2922.624,2918.241,2888.045,74726391.0,20.582
2404,20100810,2920.404,2925.296,2832.638,2832.078,78435034.0,-85.603
2403,20100811,2823.15,2864.361,2850.211,2823.15,54979133.0,17.573
2402,20100812,2822.791,2860.369,2816.386,2810.102,59893227.0,-33.825
2401,20100813,2818.41,2856.043,2855.547,2799.221,58507721.0,39.161
2400,20100816,2851.219,2927.688,2922.083,2843.024,81068043.0,66.536
2399,20100817,2927.258,2949.73,2942.291,2917.834,76452912.0,20.208
2398,20100818,2945.979,2962.749,2937.362,2924.668,70747600.0,-4.929
2397,20100819,2940.767,2975.188,2955.395,2928.013,76924865.0,18.033
2396,20100820,2943.334,2951.956,2898.333,2892.64,71663306.0,-57.062
2395,20100823,2895.707,2920.541,2896.192,2886.659,48915517.0,-2.141
2394,20100824,2892.129,2933.118,2911.827,2866.802,61093796.0,15.635
2393,20100825,2893.986,2904.662,2843.023,2842.249,63610621.0,-68.804
2392,20100826,2853.105,2868.878,2850.093,2836.129,48670442.0,7.07
2391,20100827,2847.448,2861.074,2858.566,2833.422,40789582.0,8.473
2390,20100830,2874.247,2921.085,2915.01,2872.918,65749882.0,56.444
2389,20100831,2905.154,2910.06,2903.188,2889.808,65766104.0,-11.822
2388,20100901,2907.663,2931.76,2884.042,2859.166,76975578.0,-19.146
2387,20100902,2917.735,2931.547,2921.393,2903.028,70700851.0,37.351
2386,20100903,2926.939,2929.548,2920.205,2891.878,72641027.0,-1.188
2385,20100906,2935.89,2980.424,2975.09,2935.89,93855681.0,54.885
2384,20100907,2979.298,2991.435,2983.108,2959.902,73519361.0,8.018
2383,20100908,2970.002,2982.72,2980.967,2953.839,72872002.0,-2.141
2382,20100909,2986.867,2986.867,2926.46,2922.2,81395554.0,-54.507
2381,20100910,2928.001,2940.79,2932.554,2890.035,65086704.0,6.094
2380,20100913,2933.594,2977.078,2962.319,2925.416,67279900.0,29.765
2379,20100914,2971.547,2984.466,2965.009,2954.507,70105903.0,2.69
2378,20100915,2965.539,2965.539,2913.194,2905.63,71619642.0,-51.815
2377,20100916,2908.322,2917.849,2857.789,2834.033,74074284.0,-55.405
2376,20100917,2864.717,2877.083,2861.369,2847.681,51938867.0,3.58
2375,20100920,2865.04,2872.219,2849.828,2829.757,50283104.0,-11.541
2374,20100921,2859.43,2869.38,2857.476,2844.125,35751881.0,7.648
2373,20100927,2869.928,2905.526,2905.029,2864.209,49071823.0,47.553
2372,20100928,2900.536,2900.536,2880.907,2875.658,58660826.0,-24.122
2371,20100929,2877.269,2908.732,2874.812,2866.854,56782236.0,-6.095
2370,20100930,2859.06,2935.595,2935.574,2857.418,63000247.0,60.762
2369,20101008,2965.652,3055.836,3044.233,2963.237,99994720.0,108.659
2368,20101011,3069.188,3154.204,3132.895,3069.188,158734904.0,88.662
2367,20101012,3121.636,3173.849,3172.726,3106.224,127361705.0,39.831
2366,20101013,3176.886,3221.646,3217.577,3165.578,144607773.0,44.851
2365,20101014,3245.133,3286.023,3224.14,3215.031,179611838.0,6.563
2364,20101015,3204.723,3327.683,3327.683,3199.122,193414140.0,103.543
2363,20101018,3345.804,3390.015,3306.16,3288.781,217882051.0,-21.523
2362,20101019,3300.517,3375.867,3375.674,3279.999,130441791.0,69.514
2361,20101020,3304.221,3439.225,3396.879,3301.009,166528460.0,21.205
2360,20101021,3404.721,3418.091,3374.685,3344.962,123883245.0,-22.194
2359,20101022,3365.597,3408.491,3378.655,3346.111,116361857.0,3.97
2358,20101025,3386.85,3481.347,3481.081,3366.43,145433105.0,102.426
2357,20101026,3491.474,3499.817,3466.084,3436.463,142636999.0,-14.997
2356,20101027,3451.427,3490.217,3403.872,3398.095,123761570.0,-62.212
2355,20101028,3390.426,3420.885,3397.692,3371.439,98349456.0,-6.18
2354,20101029,3400.262,3404.6,3379.983,3351.601,100458970.0,-17.709
2353,20101101,3390.413,3472.995,3472.995,3390.413,126269148.0,93.012
2352,20101102,3484.232,3522.175,3463.131,3449.724,154911450.0,-9.864
2351,20101103,3462.74,3474.707,3420.341,3419.08,126359303.0,-42.79
2350,20101104,3426.46,3480.929,3480.505,3419.643,116799481.0,60.164
2349,20101105,3538.988,3554.47,3520.798,3498.276,137688027.0,40.293
2348,20101108,3534.191,3549.305,3548.566,3506.375,126470759.0,27.768
2347,20101109,3547.44,3547.44,3523.954,3498.623,122454533.0,-24.612
2346,20101110,3507.195,3508.275,3499.111,3470.968,120078578.0,-24.843
2345,20101111,3490.738,3557.987,3509.975,3484.891,138976233.0,10.864
2344,20101112,3484.606,3497.061,3291.833,3284.348,160733850.0,-218.142
2343,20101115,3298.737,3319.976,3314.893,3241.758,102315724.0,23.06
2342,20101116,3311.616,3311.616,3169.538,3155.475,108307072.0,-145.355
2341,20101117,3124.109,3168.931,3103.906,3087.507,83258080.0,-65.632
